,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4103,flagellin,274,20,0,97.83,4,F:GO:0005198; C:GO:0005576; C:GO:0009420; P:GO:0071973,F:structural molecule activity; C:extracellular region; C:bacterial-type flagellum filament; P:bacterial-type flagellum-dependent cell motility,,,IPR001492 (PRINTS); G3DSA:1.20.1330.10 (GENE3D); G3DSA:1.10.8.410 (GENE3D); IPR001029 (PFAM); IPR001029 (PFAM); PTHR42792 (PANTHER); PTHR42792:SF2 (PANTHER); SSF64518 (SUPERFAMILY),F:GO:0005198; C:GO:0009420; P:GO:0071973,F:structural molecule activity; C:bacterial-type flagellum filament; P:bacterial-type flagellum-dependent cell motility
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4104,lysine-N-methylase,401,20,0,98.92,,,,,,IPR020193 (PRODOM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4105,flagellar biosynthesis sigma factor,239,20,2.20E-171,99.75,8,P:GO:0001123; F:GO:0003677; F:GO:0003700; F:GO:0003899; C:GO:0005737; P:GO:0006355; F:GO:0016987; P:GO:0030435,"P:transcription initiation from bacterial-type RNA polymerase promoter; F:DNA binding; F:DNA-binding transcription factor activity; F:DNA-directed 5'-3' RNA polymerase activity; C:cytoplasm; P:regulation of transcription, DNA-templated; F:sigma factor activity; P:sporulation resulting in formation of a cellular spore",EC:2.7.7.6,DNA-directed RNA polymerase,IPR000943 (PRINTS); IPR007630 (PFAM); IPR007627 (PFAM); G3DSA:1.20.140.160 (GENE3D); IPR012845 (TIGRFAM); IPR007624 (PFAM); G3DSA:1.10.1740.10 (GENE3D); IPR014284 (TIGRFAM); IPR000943 (PIRSF); PTHR30385:SF7 (PANTHER); PTHR30385 (PANTHER); IPR028617 (HAMAP); cd06171 (CDD); IPR013324 (SUPERFAMILY); IPR013324 (SUPERFAMILY); IPR013325 (SUPERFAMILY),F:GO:0003677; F:GO:0003700; F:GO:0003899; P:GO:0006352; P:GO:0006355; F:GO:0016987,"F:DNA binding; F:DNA-binding transcription factor activity; F:DNA-directed 5'-3' RNA polymerase activity; P:DNA-templated transcription, initiation; P:regulation of transcription, DNA-templated; F:sigma factor activity"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4106,flagellar regulatory,183,20,2.42E-136,99.51,2,F:GO:0003677; P:GO:0015074,F:DNA binding; P:DNA integration,,,IPR022523 (TIGRFAM); IPR004107 (PFAM),F:GO:0003677; P:GO:0015074,F:DNA binding; P:DNA integration
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4107,cystine transporter subunit,266,20,0,99.83,4,F:GO:0004970; P:GO:0006810; C:GO:0016020; P:GO:0035235,F:ionotropic glutamate receptor activity; P:transport; C:membrane; P:ionotropic glutamate receptor signaling pathway,,,IPR001638 (SMART); IPR001320 (SMART); G3DSA:3.40.190.10 (GENE3D); G3DSA:3.40.190.10 (GENE3D); IPR001638 (PFAM); PTHR44475:SF1 (PANTHER); PTHR44475 (PANTHER); cd13712 (CDD); SSF53850 (SUPERFAMILY),F:GO:0004970; C:GO:0016020,F:ionotropic glutamate receptor activity; C:membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4108,D-cysteine desulfhydrase,328,20,0,99.3,2,F:GO:0019148; P:GO:0046416,F:D-cysteine desulfhydrase activity; P:D-amino acid metabolic process,EC:4.4.1.15,D-cysteine desulfhydrase,IPR027278 (PIRSF); G3DSA:3.40.50.1100 (GENE3D); IPR005966 (TIGRFAM); IPR001926 (PFAM); G3DSA:3.40.50.1100 (GENE3D); PTHR43780 (PANTHER); PTHR43780:SF2 (PANTHER); IPR023702 (HAMAP); cd06449 (CDD); IPR036052 (SUPERFAMILY),F:GO:0003824; F:GO:0019148,F:catalytic activity; F:D-cysteine desulfhydrase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4109,amino acid ABC transporter permease,222,20,4.27E-157,99.93,4,F:GO:0022857; C:GO:0043190; P:GO:0055085; P:GO:0071705,F:transmembrane transporter activity; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport; P:nitrogen compound transport,,,IPR000515 (PFAM); IPR010065 (TIGRFAM); IPR035906 (G3DSA:1.10.3720.GENE3D); PTHR30614:SF19 (PANTHER); PTHR30614 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY),C:GO:0016020; C:GO:0016021; F:GO:0022857; C:GO:0043190; P:GO:0055085; P:GO:0071705,C:membrane; C:integral component of membrane; F:transmembrane transporter activity; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport; P:nitrogen compound transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4110,L-cystine ABC transporter ATP-binding,250,20,1.18E-179,99.76,3,P:GO:0003333; F:GO:0005524; F:GO:0015424,P:amino acid transmembrane transport; F:ATP binding; F:amino acid-transporting ATPase activity,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); IPR030679 (PIRSF); IPR003439 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR43166:SF2 (PANTHER); PTHR43166 (PANTHER); IPR003439 (PROSITE_PROFILES); cd03262 (CDD); IPR027417 (SUPERFAMILY),P:GO:0003333; F:GO:0005524; F:GO:0015424; F:GO:0016887,P:amino acid transmembrane transport; F:ATP binding; F:amino acid-transporting ATPase activity; F:ATPase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4111,transcriptional regulator,240,20,1.66E-175,96.19,3,F:GO:0003677; P:GO:0006351; P:GO:0006355,"F:DNA binding; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated",,,IPR000792 (PRINTS); IPR000792 (SMART); IPR000792 (PFAM); IPR036693 (G3DSA:3.30.450.GENE3D); IPR036388 (G3DSA:1.10.10.GENE3D); IPR005143 (PFAM); PTHR43214:SF15 (PANTHER); PTHR43214 (PANTHER); IPR000792 (PROSITE_PROFILES); IPR000792 (CDD); IPR016032 (SUPERFAMILY); IPR036693 (SUPERFAMILY),F:GO:0003677; P:GO:0006355,"F:DNA binding; P:regulation of transcription, DNA-templated"
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4112,DUF2594 family,74,20,1.65E-45,99.19,,,,,,PF10769 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4113,two-component system response regulator,218,20,1.03E-160,99.77,5,P:GO:0000160; F:GO:0003677; C:GO:0005622; P:GO:0006351; P:GO:0006355,"P:phosphorelay signal transduction system; F:DNA binding; C:intracellular; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated",,,IPR000792 (PRINTS); IPR001789 (SMART); IPR000792 (SMART); G3DSA:3.40.50.12740 (GENE3D); IPR001789 (PFAM); IPR000792 (PFAM); PTHR43214 (PANTHER); PTHR43214:SF3 (PANTHER); IPR001789 (PROSITE_PROFILES); IPR000792 (PROSITE_PROFILES); IPR001789 (CDD); IPR000792 (CDD); IPR016032 (SUPERFAMILY); IPR011006 (SUPERFAMILY),P:GO:0000160; F:GO:0003677; P:GO:0006355,"P:phosphorelay signal transduction system; F:DNA binding; P:regulation of transcription, DNA-templated"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4114,excinuclease ABC subunit C,610,20,0,99.39,8,F:GO:0003677; F:GO:0005515; C:GO:0005737; P:GO:0006289; C:GO:0009380; F:GO:0009381; P:GO:0009432; P:GO:0090305,F:DNA binding; F:protein binding; C:cytoplasm; P:nucleotide-excision repair; C:excinuclease repair complex; F:excinuclease ABC activity; P:SOS response; P:nucleic acid phosphodiester bond hydrolysis,,,IPR000305 (SMART); IPR003583 (SMART); IPR001943 (PFAM); PF14520 (PFAM); IPR038476 (G3DSA:3.30.420.GENE3D); IPR000305 (PFAM); IPR001162 (PFAM); G3DSA:1.10.150.20 (GENE3D); IPR004791 (TIGRFAM); IPR035901 (G3DSA:3.40.1440.GENE3D); G3DSA:4.10.860.10 (GENE3D); PTHR30562 (PANTHER); PTHR30562:SF1 (PANTHER); IPR000305 (PROSITE_PROFILES); IPR001943 (PROSITE_PROFILES); IPR001162 (PROSITE_PROFILES); IPR004791 (HAMAP); cd10434 (CDD); IPR036876 (SUPERFAMILY); IPR010994 (SUPERFAMILY); IPR035901 (SUPERFAMILY),F:GO:0003677; F:GO:0005515; P:GO:0006281; P:GO:0006289; C:GO:0009380; F:GO:0009381,F:DNA binding; F:protein binding; P:DNA repair; P:nucleotide-excision repair; C:excinuclease repair complex; F:excinuclease ABC activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4115,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,182,20,6.29E-126,99.29,4,C:GO:0005886; P:GO:0006655; F:GO:0008444; C:GO:0016021,C:plasma membrane; P:phosphatidylglycerol biosynthetic process; F:CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity; C:integral component of membrane,EC:2.7.8.5,CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase,IPR004570 (TIGRFAM); IPR004570 (PIRSF); G3DSA:1.20.120.1760 (GENE3D); IPR000462 (PFAM); PTHR14269 (PANTHER); PTHR14269:SF24 (PANTHER); IPR023762 (HAMAP),F:GO:0008444; P:GO:0008654; C:GO:0016020; C:GO:0016021; F:GO:0016780,"F:CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity; P:phospholipid biosynthetic process; C:membrane; C:integral component of membrane; F:phosphotransferase activity, for other substituted phosphate groups"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4116,Uncharacterised,71,20,5.29E-42,75.17,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4117,Uncharacterised,213,20,8.34E-149,92.85,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4118,DUF2076 domain-containing,225,20,1.84E-139,97.28,,,,,,IPR018648 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4119,ABC transporter ATP-binding,238,20,2.32E-171,99.66,2,F:GO:0005524; F:GO:0016887,F:ATP binding; F:ATPase activity,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); IPR003439 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR43820:SF9 (PANTHER); PTHR43820 (PANTHER); IPR003439 (PROSITE_PROFILES); cd03224 (CDD); IPR027417 (SUPERFAMILY),F:GO:0005524; F:GO:0016887,F:ATP binding; F:ATPase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4120,ABC transporter,291,20,0,99.38,2,F:GO:0005524; F:GO:0016887,F:ATP binding; F:ATPase activity,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); IPR032823 (PFAM); IPR003439 (PFAM); PTHR24220:SF651 (PANTHER); PTHR24220 (PANTHER); IPR003439 (PROSITE_PROFILES); cd03219 (CDD); IPR027417 (SUPERFAMILY),F:GO:0005524; F:GO:0016887,F:ATP binding; F:ATPase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4121,branched-chain amino acid ABC transporter permease,424,20,0,99.45,4,C:GO:0005886; C:GO:0016021; F:GO:0022857; P:GO:0055085,C:plasma membrane; C:integral component of membrane; F:transmembrane transporter activity; P:transmembrane transport,,,IPR021807 (PFAM); IPR001851 (PFAM); PTHR30482:SF9 (PANTHER); PTHR30482 (PANTHER); cd06581 (CDD),C:GO:0016020; F:GO:0022857; P:GO:0055085,C:membrane; F:transmembrane transporter activity; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4122,branched-chain amino acid ABC transporter permease,304,20,0,99.41,4,C:GO:0005886; C:GO:0016021; F:GO:0022857; P:GO:0055085,C:plasma membrane; C:integral component of membrane; F:transmembrane transporter activity; P:transmembrane transport,,,IPR001851 (PFAM); PTHR11795 (PANTHER); PTHR11795:SF371 (PANTHER); cd06582 (CDD),C:GO:0016020; F:GO:0022857; P:GO:0055085,C:membrane; F:transmembrane transporter activity; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4123,branched chain amino acid ABC transporter substrate-binding,373,20,0,99.91,1,P:GO:0006865,P:amino acid transport,,,IPR000709 (PRINTS); G3DSA:3.40.50.2300 (GENE3D); G3DSA:3.40.50.2300 (GENE3D); IPR028081 (PFAM); PTHR30483:SF25 (PANTHER); PTHR30483 (PANTHER); cd06342 (CDD); IPR028082 (SUPERFAMILY),P:GO:0006865,P:amino acid transport
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4124,family,222,20,4.04E-163,99.26,,,,,,IPR004027 (PFAM); IPR011978 (TIGRFAM); IPR011978 (PFAM); G3DSA:3.10.450.50 (GENE3D); PTHR33747:SF1 (PANTHER); PTHR33747 (PANTHER); SSF103642 (SUPERFAMILY); IPR036255 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4125,tyrosine transporter,380,20,0,99.7,4,P:GO:0003333; C:GO:0005887; F:GO:0015173; P:GO:0015801,P:amino acid transmembrane transport; C:integral component of plasma membrane; F:aromatic amino acid transmembrane transporter activity; P:aromatic amino acid transport,,,IPR013059 (PRINTS); IPR013059 (TIGRFAM); IPR018227 (PFAM); IPR013059 (PANTHER); PTHR32195:SF21 (PANTHER),P:GO:0003333; C:GO:0005887; F:GO:0015173; P:GO:0015801,P:amino acid transmembrane transport; C:integral component of plasma membrane; F:aromatic amino acid transmembrane transporter activity; P:aromatic amino acid transport
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4126,Uncharacterised,113,20,2.50E-79,97.12,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4127,ferritin,165,20,6.10E-119,99.61,6,C:GO:0005737; P:GO:0006826; P:GO:0006879; F:GO:0008199; F:GO:0016491; P:GO:0055114,C:cytoplasm; P:iron ion transport; P:cellular iron ion homeostasis; F:ferric iron binding; F:oxidoreductase activity; P:oxidation-reduction process,,,IPR012347 (G3DSA:1.20.1260.GENE3D); IPR008331 (PFAM); IPR001519 (PANTHER); PTHR11431:SF4 (PANTHER); IPR009040 (PROSITE_PROFILES); cd01055 (CDD); IPR009078 (SUPERFAMILY),P:GO:0006826; P:GO:0006879; F:GO:0008199,P:iron ion transport; P:cellular iron ion homeostasis; F:ferric iron binding
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4128,#NAME?,112,20,9.45E-76,99.11,,,,,,IPR025731 (PFAM); PS51257 (PROSITE_PROFILES),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4129,DUF2766 domain-containing,83,20,3.73E-52,99.16,,,,,,IPR020262 (PFAM); IPR020262 (PRODOM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4130,anaerobic C4-dicarboxylate transporter,447,20,0,99.89,4,C:GO:0005886; F:GO:0015556; P:GO:0015740; C:GO:0016021,C:plasma membrane; F:C4-dicarboxylate transmembrane transporter activity; P:C4-dicarboxylate transport; C:integral component of membrane,,,IPR004668 (PIRSF); IPR004668 (PFAM); IPR004668 (TIGRFAM); IPR004668 (PANTHER); PTHR36106:SF3 (PANTHER),F:GO:0015556; P:GO:0015740; C:GO:0016021,F:C4-dicarboxylate transmembrane transporter activity; P:C4-dicarboxylate transport; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4131,ferritin,167,20,2.24E-120,99.79,4,C:GO:0005737; P:GO:0006826; P:GO:0006879; F:GO:0008199,C:cytoplasm; P:iron ion transport; P:cellular iron ion homeostasis; F:ferric iron binding,,,IPR012347 (G3DSA:1.20.1260.GENE3D); IPR008331 (PFAM); PTHR11431:SF40 (PANTHER); IPR001519 (PANTHER); IPR009040 (PROSITE_PROFILES); cd01055 (CDD); IPR009078 (SUPERFAMILY),P:GO:0006826; P:GO:0006879; F:GO:0008199,P:iron ion transport; P:cellular iron ion homeostasis; F:ferric iron binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4132,sugar ABC transporter substrate-binding,329,20,0,99.85,3,F:GO:0016787; C:GO:0042597; P:GO:0042882,F:hydrolase activity; C:periplasmic space; P:L-arabinose transmembrane transport,,,IPR026266 (PIRSF); G3DSA:3.40.50.2300 (GENE3D); IPR001761 (PFAM); G3DSA:3.40.50.2300 (GENE3D); PTHR30036:SF6 (PANTHER); PTHR30036 (PANTHER); IPR026266 (CDD); IPR028082 (SUPERFAMILY),P:GO:0042882,P:L-arabinose transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4133,L-arabinose transporter ATP-binding,504,20,0,99.63,4,F:GO:0005524; F:GO:0015612; C:GO:0016020; P:GO:0042882,F:ATP binding; F:L-arabinose-importing ATPase activity; C:membrane; P:L-arabinose transmembrane transport,EC:3.6.1.3; EC:3.6.1.15; EC:3.6.3.17,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase; Monosaccharide-transporting ATPase,IPR003593 (SMART); IPR003439 (PFAM); G3DSA:3.40.50.300 (GENE3D); G3DSA:3.40.50.300 (GENE3D); IPR003439 (PFAM); PTHR43790 (PANTHER); IPR017917 (PTHR43790:PANTHER); IPR003439 (PROSITE_PROFILES); IPR017917 (PROSITE_PROFILES); IPR003439 (PROSITE_PROFILES); cd03215 (CDD); cd03216 (CDD); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY),F:GO:0005524; F:GO:0015612; C:GO:0016020; F:GO:0016887; P:GO:0042882,F:ATP binding; F:L-arabinose-importing ATPase activity; C:membrane; F:ATPase activity; P:L-arabinose transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4134,L-arabinose ABC transporter permease,328,20,0,99.54,4,C:GO:0005886; F:GO:0015407; P:GO:0015749; C:GO:0016021,C:plasma membrane; F:monosaccharide-transporting ATPase activity; P:monosaccharide transmembrane transport; C:integral component of membrane,EC:3.6.1.3; EC:3.6.1.15; EC:3.6.3.17,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase; Monosaccharide-transporting ATPase,IPR001851 (PFAM); PTHR32196:SF37 (PANTHER); PTHR32196 (PANTHER); cd06579 (CDD),C:GO:0016020; F:GO:0022857; P:GO:0055085,C:membrane; F:transmembrane transporter activity; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4135,trehalose-phosphatase,267,20,0,97.12,4,F:GO:0004805; P:GO:0005992; P:GO:0016311; F:GO:0046872,F:trehalose-phosphatase activity; P:trehalose biosynthetic process; P:dephosphorylation; F:metal ion binding,EC:3.1.3.12; EC:3.1.3.41,Trehalose-phosphatase; 4-nitrophenylphosphatase,IPR023214 (G3DSA:3.40.50.GENE3D); IPR006379 (TIGRFAM); G3DSA:3.30.70.1020 (GENE3D); IPR003337 (TIGRFAM); IPR003337 (PFAM); PTHR43768:SF9 (PANTHER); PTHR43768 (PANTHER); cd01627 (CDD); IPR036412 (SUPERFAMILY),F:GO:0003824; P:GO:0005992,F:catalytic activity; P:trehalose biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4136,"alpha,alpha-trehalose-phosphate synthase",474,20,0,99.64,3,F:GO:0003825; P:GO:0005992; C:GO:0016021,"F:alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity; P:trehalose biosynthetic process; C:integral component of membrane",EC:2.4.1.15,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",G3DSA:3.40.50.2000 (GENE3D); IPR001830 (PFAM); G3DSA:3.40.50.2000 (GENE3D); IPR012766 (TIGRFAM); PTHR10788 (PANTHER); PTHR10788:SF6 (PANTHER); IPR001830 (CDD); SSF53756 (SUPERFAMILY),F:GO:0003824; F:GO:0003825; P:GO:0005992,"F:catalytic activity; F:alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity; P:trehalose biosynthetic process"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4137,universal stress,141,20,7.30E-96,98.16,2,C:GO:0005737; P:GO:0006950,C:cytoplasm; P:response to stress,,,IPR006015 (PIRSF); IPR014729 (G3DSA:3.40.50.GENE3D); IPR006016 (PFAM); cd00293 (CDD); SSF52402 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, NO-BLAST]",scf7180000000008_quiver_4138,---NA---,36,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4139,transcriptional regulator,116,20,4.74E-79,99.14,6,F:GO:0003677; C:GO:0005737; P:GO:0006351; P:GO:0044780; P:GO:0045893; P:GO:1902208,"F:DNA binding; C:cytoplasm; P:transcription, DNA-templated; P:bacterial-type flagellum assembly; P:positive regulation of transcription, DNA-templated; P:regulation of bacterial-type flagellum assembly",,,IPR036194 (G3DSA:1.10.4000.GENE3D); IPR023559 (PFAM); IPR023559 (PRODOM); IPR023559 (HAMAP); IPR036194 (SUPERFAMILY),P:GO:0044780; P:GO:0045893,"P:bacterial-type flagellum assembly; P:positive regulation of transcription, DNA-templated"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4140,transcriptional regulator,192,20,9.04E-141,99.58,7,F:GO:0003677; C:GO:0005737; P:GO:0006351; F:GO:0008270; P:GO:0044781; P:GO:0045893; P:GO:1902208,"F:DNA binding; C:cytoplasm; P:transcription, DNA-templated; F:zinc ion binding; P:bacterial-type flagellum organization; P:positive regulation of transcription, DNA-templated; P:regulation of bacterial-type flagellum assembly",,,IPR007944 (PFAM); IPR007944 (PIRSF); IPR007944 (PRODOM); IPR007944 (HAMAP); SSF160930 (SUPERFAMILY),F:GO:0003677; P:GO:0045893; P:GO:1902208,"F:DNA binding; P:positive regulation of transcription, DNA-templated; P:regulation of bacterial-type flagellum assembly"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4141,flagellar motor,295,20,0,99.86,3,F:GO:0008565; P:GO:0015031; C:GO:0016021,F:protein transporter activity; P:protein transport; C:integral component of membrane,,,IPR002898 (PFAM); IPR022522 (TIGRFAM); PTHR30433 (PANTHER); IPR022522 (PTHR30433:PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4142,flagellar motor,309,20,0,99.6,1,C:GO:0016021,C:integral component of membrane,,,IPR025713 (PFAM); IPR006665 (PFAM); IPR036737 (G3DSA:3.30.1330.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR30329:SF2 (PANTHER); PTHR30329 (PANTHER); IPR006665 (PROSITE_PROFILES); IPR006665 (CDD); IPR036737 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4143,chemotaxis,679,20,0,99.31,7,F:GO:0000155; P:GO:0000160; F:GO:0005524; C:GO:0005737; P:GO:0006935; P:GO:0018106; P:GO:0023014,F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; F:ATP binding; C:cytoplasm; P:chemotaxis; P:peptidyl-histidine phosphorylation; P:signal transduction by protein phosphorylation,EC:2.7.13.3,Histidine kinase,IPR004358 (PRINTS); IPR004105 (SMART); IPR003594 (SMART); IPR008207 (SMART); IPR002545 (SMART); IPR036890 (G3DSA:3.30.565.GENE3D); IPR037006 (G3DSA:1.10.287.GENE3D); IPR036641 (G3DSA:1.20.120.GENE3D); IPR003594 (PFAM); G3DSA:2.30.30.40 (GENE3D); IPR015162 (PFAM); IPR008207 (PFAM); IPR004105 (PFAM); IPR035891 (G3DSA:3.30.70.GENE3D); IPR002545 (PFAM); G3DSA:2.40.50.180 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR43395 (PANTHER); PTHR43395:SF5 (PANTHER); IPR005467 (PROSITE_PROFILES); IPR002545 (PROSITE_PROFILES); IPR008207 (PROSITE_PROFILES); IPR008207 (CDD); cd00731 (CDD); IPR003594 (CDD); IPR035891 (SUPERFAMILY); IPR036641 (SUPERFAMILY); IPR036097 (SUPERFAMILY); IPR036890 (SUPERFAMILY); IPR036061 (SUPERFAMILY),F:GO:0000155; P:GO:0000160; F:GO:0004673; C:GO:0005737; P:GO:0006935; P:GO:0007165; P:GO:0016310; F:GO:0016772,"F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; F:protein histidine kinase activity; C:cytoplasm; P:chemotaxis; P:signal transduction; P:phosphorylation; F:transferase activity, transferring phosphorus-containing groups"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4144,chemotaxis,167,20,1.78E-114,99.85,3,F:GO:0004871; P:GO:0006935; P:GO:0007165,F:obsolete signal transducer activity; P:chemotaxis; P:signal transduction,,,IPR002545 (SMART); G3DSA:2.40.50.180 (GENE3D); IPR002545 (PFAM); G3DSA:2.30.30.40 (GENE3D); PTHR22617:SF46 (PANTHER); IPR039315 (PANTHER); IPR002545 (PROSITE_PROFILES); cd00732 (CDD); IPR036061 (SUPERFAMILY),P:GO:0006935; P:GO:0007165,P:chemotaxis; P:signal transduction
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4145,C4-dicarboxylate ABC transporter,421,20,0,99.76,5,F:GO:0015293; P:GO:0015810; P:GO:0015813; C:GO:0016021; P:GO:0055085,F:symporter activity; P:aspartate transmembrane transport; P:L-glutamate transmembrane transport; C:integral component of membrane; P:transmembrane transport,,,PR00173 (PRINTS); IPR001991 (PFAM); IPR036458 (G3DSA:1.10.3860.GENE3D); IPR033380 (PTHR42865:PANTHER); PTHR42865 (PANTHER); IPR036458 (SUPERFAMILY),F:GO:0015293; P:GO:0015810; P:GO:0015813; C:GO:0016021,F:symporter activity; P:aspartate transmembrane transport; P:L-glutamate transmembrane transport; C:integral component of membrane
