State,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1883,50S ribosomal L30,59,20,9.18E-34,97.12,3,F:GO:0003735; P:GO:0006412; C:GO:0015934,F:structural constituent of ribosome; P:translation; C:large ribosomal subunit,,,IPR005996 (PIRSF); IPR005996 (TIGRFAM); IPR016082 (PFAM); IPR036919 (G3DSA:3.30.1390.GENE3D); IPR005996 (PANTHER); IPR005996 (HAMAP); IPR005996 (CDD); IPR036919 (SUPERFAMILY),F:GO:0003735; P:GO:0006412; C:GO:0015934,F:structural constituent of ribosome; P:translation; C:large ribosomal subunit
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1884,30S ribosomal S5,166,20,1.43E-110,99.64,4,F:GO:0003735; P:GO:0006412; C:GO:0015935; F:GO:0019843,F:structural constituent of ribosome; P:translation; C:small ribosomal subunit; F:rRNA binding,,,IPR005712 (TIGRFAM); G3DSA:3.30.160.20 (GENE3D); IPR014721 (G3DSA:3.30.230.GENE3D); IPR005324 (PFAM); IPR013810 (PFAM); IPR000851 (PANTHER); PTHR13718:SF61 (PANTHER); IPR005712 (HAMAP); IPR013810 (PROSITE_PROFILES); SSF54768 (SUPERFAMILY); IPR020568 (SUPERFAMILY),F:GO:0003723; F:GO:0003735; C:GO:0005840; P:GO:0006412; C:GO:0015935,F:RNA binding; F:structural constituent of ribosome; C:ribosome; P:translation; C:small ribosomal subunit
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1885,50S ribosomal L18,118,20,3.78E-80,98.39,4,F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding,,,IPR004389 (TIGRFAM); IPR005484 (PFAM); G3DSA:3.30.420.100 (GENE3D); PTHR12899:SF3 (PANTHER); IPR005484 (PANTHER); IPR004389 (HAMAP); cd00432 (CDD); SSF53137 (SUPERFAMILY),F:GO:0003735; C:GO:0005622; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:intracellular; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1886,50S ribosomal L6,178,20,2.05E-123,96.99,4,F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding,,,IPR019906 (PRINTS); IPR019906 (TIGRFAM); IPR036789 (G3DSA:3.90.930.GENE3D); IPR036789 (G3DSA:3.90.930.GENE3D); IPR000702 (PIRSF); IPR020040 (PFAM); IPR019906 (PTHR11655:PANTHER); IPR000702 (PANTHER); IPR019906 (HAMAP); IPR036789 (SUPERFAMILY); IPR036789 (SUPERFAMILY),F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1887,30S ribosomal S8,132,20,3.90E-89,99.36,4,F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding,,,G3DSA:3.30.1490.10 (GENE3D); G3DSA:3.30.1370.30 (GENE3D); IPR000630 (PFAM); PTHR11758:SF4 (PANTHER); IPR000630 (PANTHER); IPR000630 (HAMAP); IPR035987 (SUPERFAMILY),F:GO:0003735; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1888,30S ribosomal S14 type Z,61,20,1.00E-37,97.38,5,F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0008270; F:GO:0019843,F:structural constituent of ribosome; C:ribosome; P:translation; F:zinc ion binding; F:rRNA binding,,,IPR001209 (PFAM); G3DSA:4.10.830.10 (GENE3D); IPR001209 (PANTHER); IPR023053 (HAMAP); SSF57716 (SUPERFAMILY),F:GO:0003735; C:GO:0005622; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:intracellular; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1889,50S ribosomal L5,179,20,1.03E-126,99.3,5,F:GO:0000049; F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:tRNA binding; F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding,,,IPR022803 (G3DSA:3.30.1440.GENE3D); IPR002132 (PIRSF); IPR031310 (PFAM); IPR031309 (PFAM); IPR002132 (PANTHER); PTHR11994:SF4 (PANTHER); IPR020930 (HAMAP); IPR022803 (SUPERFAMILY),F:GO:0003735; C:GO:0005622; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:intracellular; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1890,50S ribosomal L24,103,20,7.01E-64,97.62,4,F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding,,,IPR005824 (SMART); IPR003256 (TIGRFAM); IPR003256 (PFAM); IPR014722 (G3DSA:2.30.30.GENE3D); IPR005824 (PFAM); IPR003256 (PANTHER); IPR003256 (HAMAP); cd06089 (CDD); IPR008991 (SUPERFAMILY),F:GO:0003735; C:GO:0005622; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:intracellular; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1891,50S ribosomal L14,122,20,5.93E-80,98.98,4,F:GO:0003735; P:GO:0006412; C:GO:0015934; F:GO:0019843,F:structural constituent of ribosome; P:translation; C:large ribosomal subunit; F:rRNA binding,,,IPR000218 (SMART); IPR005745 (TIGRFAM); IPR000218 (PFAM); IPR036853 (G3DSA:2.40.150.GENE3D); IPR000218 (PANTHER); PTHR11761:SF3 (PANTHER); IPR000218 (HAMAP); IPR036853 (SUPERFAMILY),F:GO:0003735; C:GO:0005840; P:GO:0006412; C:GO:0015934,F:structural constituent of ribosome; C:ribosome; P:translation; C:large ribosomal subunit
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1892,30S ribosomal S17,88,20,1.19E-56,98.64,4,F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding,,,IPR000266 (PRINTS); IPR000266 (PFAM); G3DSA:2.40.50.140 (GENE3D); IPR019984 (TIGRFAM); PTHR10744:SF1 (PANTHER); IPR000266 (PANTHER); IPR000266 (PRODOM); IPR019984 (HAMAP); IPR012340 (SUPERFAMILY),F:GO:0003735; C:GO:0005622; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:intracellular; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1893,50S ribosomal L29,62,20,2.06E-34,99.35,3,F:GO:0003735; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:ribosome; P:translation,,,G3DSA:1.10.287.310 (GENE3D); IPR001854 (PFAM); IPR001854 (TIGRFAM); PTHR10916 (PANTHER); IPR001854 (HAMAP); cd00427 (CDD); IPR036049 (SUPERFAMILY),F:GO:0003735; C:GO:0005622; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:intracellular; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1894,50S ribosomal L16,144,20,6.35E-97,98.96,5,F:GO:0000049; F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:tRNA binding; F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding,,,IPR000114 (PRINTS); IPR036920 (G3DSA:3.90.1170.GENE3D); IPR000114 (TIGRFAM); IPR016180 (PFAM); IPR000114 (PANTHER); IPR000114 (HAMAP); IPR016180 (CDD); IPR036920 (SUPERFAMILY),F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1895,30S ribosomal S3,218,20,4.09E-156,99.45,5,F:GO:0003729; F:GO:0003735; P:GO:0006412; C:GO:0015935; F:GO:0019843,F:mRNA binding; F:structural constituent of ribosome; P:translation; C:small ribosomal subunit; F:rRNA binding,,,IPR004087 (SMART); IPR036419 (G3DSA:3.30.1140.GENE3D); IPR015946 (G3DSA:3.30.300.GENE3D); IPR001351 (PFAM); IPR005704 (TIGRFAM); IPR004044 (PFAM); IPR005704 (PTHR11760:PANTHER); PTHR11760 (PANTHER); IPR005704 (HAMAP); IPR004044 (PROSITE_PROFILES); PS50084 (PROSITE_PROFILES); cd02412 (CDD); IPR009019 (SUPERFAMILY); IPR036419 (SUPERFAMILY),F:GO:0003676; F:GO:0003723; F:GO:0003735; C:GO:0005840; P:GO:0006412; C:GO:0015935,F:nucleic acid binding; F:RNA binding; F:structural constituent of ribosome; C:ribosome; P:translation; C:small ribosomal subunit
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1896,50S ribosomal L22,115,20,8.03E-76,99.57,4,F:GO:0003735; P:GO:0006412; C:GO:0015934; F:GO:0019843,F:structural constituent of ribosome; P:translation; C:large ribosomal subunit; F:rRNA binding,,,IPR001063 (PFAM); IPR036394 (G3DSA:3.90.470.GENE3D); IPR005727 (TIGRFAM); IPR005727 (PANTHER); IPR005727 (HAMAP); IPR001063 (CDD); IPR036394 (SUPERFAMILY),F:GO:0003735; C:GO:0005840; P:GO:0006412; C:GO:0015934,F:structural constituent of ribosome; C:ribosome; P:translation; C:large ribosomal subunit
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1897,30S ribosomal S19,92,20,4.22E-61,98.8,4,F:GO:0003735; P:GO:0006412; C:GO:0015935; F:GO:0019843,F:structural constituent of ribosome; P:translation; C:small ribosomal subunit; F:rRNA binding,,,IPR002222 (PRINTS); IPR023575 (G3DSA:3.30.860.GENE3D); IPR002222 (PIRSF); IPR005732 (TIGRFAM); IPR002222 (PFAM); IPR002222 (PANTHER); PTHR11880:SF8 (PANTHER); IPR002222 (HAMAP); IPR023575 (SUPERFAMILY),F:GO:0003735; C:GO:0005840; P:GO:0006412; C:GO:0015935,F:structural constituent of ribosome; C:ribosome; P:translation; C:small ribosomal subunit
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1898,50S ribosomal L2,276,20,0,98.49,5,F:GO:0003735; P:GO:0006412; C:GO:0015934; F:GO:0016740; F:GO:0019843,F:structural constituent of ribosome; P:translation; C:large ribosomal subunit; F:transferase activity; F:rRNA binding,,,IPR002171 (SMART); IPR022669 (SMART); G3DSA:2.40.50.140 (GENE3D); IPR014726 (G3DSA:4.10.950.GENE3D); IPR002171 (PIRSF); IPR022669 (PFAM); IPR014722 (G3DSA:2.30.30.GENE3D); IPR022666 (PFAM); IPR005880 (TIGRFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR13691:SF5 (PANTHER); IPR002171 (PANTHER); IPR005880 (HAMAP); IPR008991 (SUPERFAMILY); IPR012340 (SUPERFAMILY),F:GO:0003723; F:GO:0003735; C:GO:0005622; C:GO:0005840; P:GO:0006412; C:GO:0015934; F:GO:0016740,F:RNA binding; F:structural constituent of ribosome; C:intracellular; C:ribosome; P:translation; C:large ribosomal subunit; F:transferase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1899,50S ribosomal L23,96,20,4.62E-62,97.14,5,F:GO:0000166; F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:nucleotide binding; F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding,,,IPR013025 (PFAM); IPR012677 (G3DSA:3.30.70.GENE3D); PTHR11620 (PANTHER); PTHR11620:SF2 (PANTHER); IPR013025 (HAMAP); IPR012678 (SUPERFAMILY),F:GO:0003735; C:GO:0005622; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:intracellular; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1900,50S ribosomal L4,207,20,3.36E-148,99.08,4,F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding,,,IPR013005 (TIGRFAM); IPR002136 (PFAM); IPR023574 (G3DSA:3.40.1370.GENE3D); mobidb-lite (MOBIDB_LITE); IPR013005 (PANTHER); IPR013005 (HAMAP); IPR023574 (SUPERFAMILY),F:GO:0003735; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1901,50S ribosomal L3,209,20,1.92E-147,98.64,4,F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843,F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding,,,G3DSA:2.40.50.620 (GENE3D); IPR000597 (PFAM); G3DSA:2.40.30.10 (GENE3D); IPR019927 (TIGRFAM); mobidb-lite (MOBIDB_LITE); IPR019927 (PANTHER); PTHR11229:SF8 (PANTHER); IPR019927 (HAMAP); IPR009000 (SUPERFAMILY),F:GO:0003735; C:GO:0005622; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:intracellular; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1902,30S ribosomal S10,102,20,5.81E-68,99.46,4,F:GO:0000049; F:GO:0003735; C:GO:0005840; P:GO:0006412,F:tRNA binding; F:structural constituent of ribosome; C:ribosome; P:translation,,,IPR001848 (PRINTS); IPR027486 (SMART); IPR001848 (TIGRFAM); IPR036838 (G3DSA:3.30.70.GENE3D); IPR027486 (PFAM); IPR001848 (PANTHER); PTHR11700:SF9 (PANTHER); IPR001848 (HAMAP); IPR036838 (SUPERFAMILY),F:GO:0003735; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1903,cyclopropane-fatty-acyl-phospholipid synthase,388,20,0,99.76,3,P:GO:0008610; F:GO:0008825; P:GO:0032259,P:lipid biosynthetic process; F:cyclopropane-fatty-acyl-phospholipid synthase activity; P:methylation,EC:2.1.1.79,Cyclopropane-fatty-acyl-phospholipid synthase,PF02353 (PFAM); G3DSA:3.40.50.150 (GENE3D); IPR003333 (PIRSF); PTHR43667 (PANTHER); cd02440 (CDD); IPR029063 (SUPERFAMILY),P:GO:0008610,P:lipid biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1904,phosphomethylpyrimidine kinase,274,20,0,99.89,4,F:GO:0005524; F:GO:0008972; P:GO:0009228; P:GO:0016310,F:ATP binding; F:phosphomethylpyrimidine kinase activity; P:thiamine biosynthetic process; P:phosphorylation,EC:2.7.4.7,Phosphooxymethylpyrimidine kinase,IPR029056 (G3DSA:3.40.1190.GENE3D); IPR013749 (PFAM); IPR004399 (TIGRFAM); PTHR20858:SF19 (PANTHER); PTHR20858 (PANTHER); IPR004399 (CDD); IPR029056 (SUPERFAMILY),F:GO:0008972; P:GO:0009228,F:phosphomethylpyrimidine kinase activity; P:thiamine biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1905,elongation factor Tu,395,20,0,97.81,5,F:GO:0003746; F:GO:0003924; F:GO:0005525; C:GO:0005737; P:GO:0006414,F:translation elongation factor activity; F:GTPase activity; F:GTP binding; C:cytoplasm; P:translational elongation,EC:3.6.1.15,Nucleoside-triphosphate phosphatase,IPR000795 (PRINTS); G3DSA:3.40.50.300 (GENE3D); G3DSA:2.40.30.10 (GENE3D); IPR004541 (TIGRFAM); G3DSA:2.40.30.10 (GENE3D); IPR004160 (PFAM); IPR005225 (TIGRFAM); IPR004161 (PFAM); IPR000795 (PFAM); PTHR43721:SF15 (PANTHER); PTHR43721 (PANTHER); IPR000795 (PROSITE_PROFILES); IPR004541 (HAMAP); IPR033720 (CDD); cd01884 (CDD); cd03707 (CDD); IPR009001 (SUPERFAMILY); IPR009000 (SUPERFAMILY); IPR027417 (SUPERFAMILY),F:GO:0003746; F:GO:0003924; F:GO:0005525; C:GO:0005622; P:GO:0006414,F:translation elongation factor activity; F:GTPase activity; F:GTP binding; C:intracellular; P:translational elongation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1906,elongation factor G,693,20,0,99.59,5,F:GO:0003746; F:GO:0003924; F:GO:0005525; C:GO:0005737; P:GO:0006414,F:translation elongation factor activity; F:GTPase activity; F:GTP binding; C:cytoplasm; P:translational elongation,EC:3.6.1.15,Nucleoside-triphosphate phosphatase,IPR000795 (PRINTS); IPR005517 (SMART); IPR000640 (SMART); IPR014721 (G3DSA:3.30.230.GENE3D); IPR004161 (PFAM); IPR005225 (TIGRFAM); G3DSA:3.30.70.870 (GENE3D); PF14492 (PFAM); IPR004540 (TIGRFAM); IPR000795 (PFAM); IPR005517 (PFAM); G3DSA:2.40.30.10 (GENE3D); G3DSA:3.30.70.240 (GENE3D); IPR000640 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR43261 (PANTHER); PTHR43261:SF1 (PANTHER); IPR000795 (PROSITE_PROFILES); IPR004540 (HAMAP); IPR035649 (CDD); IPR009022 (CDD); IPR005517 (CDD); cd01886 (CDD); cd04088 (CDD); IPR035647 (SUPERFAMILY); IPR020568 (SUPERFAMILY); IPR009000 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR035647 (SUPERFAMILY),F:GO:0003746; F:GO:0003924; F:GO:0005525; C:GO:0005622; P:GO:0006414,F:translation elongation factor activity; F:GTPase activity; F:GTP binding; C:intracellular; P:translational elongation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1907,30S ribosomal S7,156,20,5.93E-111,99.71,5,F:GO:0000049; F:GO:0003735; P:GO:0006412; C:GO:0015935; F:GO:0019843,F:tRNA binding; F:structural constituent of ribosome; P:translation; C:small ribosomal subunit; F:rRNA binding,,,IPR000235 (PIRSF); IPR036823 (G3DSA:1.10.455.GENE3D); IPR005717 (TIGRFAM); IPR023798 (PFAM); IPR000235 (PANTHER); PTHR11205:SF19 (PANTHER); IPR005717 (HAMAP); cd14869 (CDD); IPR036823 (SUPERFAMILY),F:GO:0003735; P:GO:0006412; C:GO:0015935,F:structural constituent of ribosome; P:translation; C:small ribosomal subunit
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1908,30S ribosomal S12,137,20,9.90E-95,99.38,5,F:GO:0000049; F:GO:0003735; P:GO:0006412; C:GO:0015935; F:GO:0019843,F:tRNA binding; F:structural constituent of ribosome; P:translation; C:small ribosomal subunit; F:rRNA binding,,,IPR006032 (PRINTS); IPR006032 (PIRSF); G3DSA:2.40.50.140 (GENE3D); IPR005679 (TIGRFAM); IPR006032 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR11652:SF1 (PANTHER); IPR006032 (PANTHER); IPR005679 (HAMAP); IPR005679 (CDD); IPR012340 (SUPERFAMILY),F:GO:0003735; C:GO:0005622; C:GO:0005840; P:GO:0006412; C:GO:0015935,F:structural constituent of ribosome; C:intracellular; C:ribosome; P:translation; C:small ribosomal subunit
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1909,ribose-5-phosphate isomerase A,226,20,1.26E-161,99.69,2,F:GO:0004751; P:GO:0009052,"F:ribose-5-phosphate isomerase activity; P:pentose-phosphate shunt, non-oxidative branch",EC:5.3.1.6,Ribose-5-phosphate isomerase,G3DSA:3.30.70.260 (GENE3D); IPR004788 (PFAM); IPR004788 (TIGRFAM); G3DSA:3.40.50.1360 (GENE3D); PTHR43748:SF3 (PANTHER); PTHR43748 (PANTHER); IPR020672 (HAMAP); IPR004788 (CDD); SSF75445 (SUPERFAMILY); IPR037171 (SUPERFAMILY),F:GO:0004751; P:GO:0009052,"F:ribose-5-phosphate isomerase activity; P:pentose-phosphate shunt, non-oxidative branch"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1910,resolvase,191,20,3.94E-139,96.84,3,F:GO:0000150; F:GO:0003677; P:GO:0006310,F:recombinase activity; F:DNA binding; P:DNA recombination,,,IPR006119 (SMART); G3DSA:3.40.50.1390 (GENE3D); IPR006119 (PFAM); PTHR30461 (PANTHER); PTHR30461:SF11 (PANTHER); IPR006119 (PROSITE_PROFILES); cd03768 (CDD); IPR036162 (SUPERFAMILY),F:GO:0000150; F:GO:0003677; P:GO:0006310,F:recombinase activity; F:DNA binding; P:DNA recombination
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1911,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",228,20,4.78E-168,99.12,4,P:GO:0006094; P:GO:0006096; C:GO:0016021; F:GO:0046538,"P:gluconeogenesis; P:glycolytic process; C:integral component of membrane; F:2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity",EC:5.4.2.1,Intramolecular transferases,IPR013078 (SMART); PIRSF000709 (PIRSF); IPR013078 (PFAM); IPR029033 (G3DSA:3.40.50.GENE3D); IPR005952 (TIGRFAM); IPR005952 (PANTHER); IPR005952 (HAMAP); IPR013078 (CDD); IPR029033 (SUPERFAMILY),F:GO:0004619; P:GO:0006096; F:GO:0016868,"F:phosphoglycerate mutase activity; P:glycolytic process; F:intramolecular transferase activity, phosphotransferases"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1912,NADH-dependent butanol dehydrogenase A,395,20,0,99.62,3,F:GO:0004022; F:GO:0046872; P:GO:0055114,F:alcohol dehydrogenase (NAD) activity; F:metal ion binding; P:oxidation-reduction process,EC:1.1.1.1,Alcohol dehydrogenase,G3DSA:3.40.50.1970 (GENE3D); G3DSA:1.20.1090.10 (GENE3D); IPR001670 (PFAM); PTHR43633 (PANTHER); cd08187 (CDD); SSF56796 (SUPERFAMILY),F:GO:0016491; F:GO:0046872; P:GO:0055114,F:oxidoreductase activity; F:metal ion binding; P:oxidation-reduction process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1913,ferrichrome ABC transporter permease,334,20,0,99.91,4,F:GO:0005215; C:GO:0005886; P:GO:0006810; C:GO:0016021,F:transporter activity; C:plasma membrane; P:transport; C:integral component of membrane,,,IPR037294 (G3DSA:1.10.3470.GENE3D); IPR000522 (PFAM); PTHR30472:SF40 (PANTHER); IPR000522 (PANTHER); PS51257 (PROSITE_PROFILES); cd06550 (CDD); IPR037294 (SUPERFAMILY),F:GO:0005215; C:GO:0016020,F:transporter activity; C:membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1914,ferrichrome ABC transporter permease,336,20,0,99.97,4,F:GO:0005215; C:GO:0005886; P:GO:0006810; C:GO:0016021,F:transporter activity; C:plasma membrane; P:transport; C:integral component of membrane,,,IPR037294 (G3DSA:1.10.3470.GENE3D); IPR000522 (PFAM); PTHR30472:SF1 (PANTHER); IPR000522 (PANTHER); cd06550 (CDD); IPR037294 (SUPERFAMILY),F:GO:0005215; C:GO:0016020,F:transporter activity; C:membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1915,ferrichrome ABC transporter ATP-binding,266,20,0,99.76,2,F:GO:0005524; F:GO:0016887,F:ATP binding; F:ATPase activity,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR003439 (PFAM); PTHR42771 (PANTHER); PTHR42771:SF4 (PANTHER); IPR003439 (PROSITE_PROFILES); cd03214 (CDD); IPR027417 (SUPERFAMILY),F:GO:0005524; F:GO:0016887,F:ATP binding; F:ATPase activity
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_1916,iron compound ABC transporter substrate-binding,312,20,0,99.52,,,,,,G3DSA:3.40.50.1980 (GENE3D); G3DSA:3.40.50.1980 (GENE3D); IPR002491 (PFAM); PTHR30532 (PANTHER); IPR002491 (PROSITE_PROFILES); PS51257 (PROSITE_PROFILES); cd01138 (CDD); SSF53807 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1917,purine nucleoside phosphorylase deoD-type,235,20,1.34E-172,99.83,2,F:GO:0004731; P:GO:0042278,F:purine-nucleoside phosphorylase activity; P:purine nucleoside metabolic process,EC:2.4.2.1,Purine-nucleoside phosphorylase,G3DSA:3.40.50.1580 (GENE3D); IPR004402 (TIGRFAM); IPR000845 (PFAM); PTHR43691 (PANTHER); IPR004402 (PTHR43691:PANTHER); IPR004402 (HAMAP); IPR035994 (SUPERFAMILY),F:GO:0003824; F:GO:0004731; P:GO:0006139; P:GO:0009116,F:catalytic activity; F:purine-nucleoside phosphorylase activity; P:nucleobase-containing compound metabolic process; P:nucleoside metabolic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1918,inosine guanosine xanthosine phosphorylase,272,20,0,98.71,2,F:GO:0004731; P:GO:0009116,F:purine-nucleoside phosphorylase activity; P:nucleoside metabolic process,EC:2.4.2.1,Purine-nucleoside phosphorylase,IPR011270 (TIGRFAM); IPR000845 (PFAM); IPR011268 (PIRSF); G3DSA:3.40.50.1580 (GENE3D); IPR011268 (TIGRFAM); IPR011268 (PANTHER); IPR035994 (SUPERFAMILY),F:GO:0003824; F:GO:0004731; P:GO:0006139; P:GO:0009116,F:catalytic activity; F:purine-nucleoside phosphorylase activity; P:nucleobase-containing compound metabolic process; P:nucleoside metabolic process
